5.852200e-008,-1.293305e-003
5.852300e-008,-2.222184e-003
5.852400e-008,-1.268509e-003
5.852500e-008,-6.924900e-004
5.852600e-008,-1.505021e-003
5.852700e-008,-2.262238e-003
5.852800e-008,-8.469852e-004
5.852900e-008,-2.119187e-003
5.853000e-008,-2.691391e-003
5.853100e-008,-2.426270e-003
5.853200e-008,-1.600388e-003
5.853300e-008,-2.580765e-003
5.853400e-008,-2.504471e-003
5.853500e-008,-1.930359e-003
5.853600e-008,-2.376679e-003
5.853700e-008,-1.762513e-003
5.853800e-008,-1.501206e-003
5.853900e-008,-1.758698e-003
5.854000e-008,-2.035263e-003
5.854100e-008,-1.917008e-003
5.854200e-008,-2.039078e-003
5.854300e-008,-2.008561e-003
5.854400e-008,-1.669052e-003
5.854500e-008,-4.979404e-004
5.854600e-008,-1.037720e-003
5.854700e-008,-1.564148e-003
5.854800e-008,-1.690033e-003
5.854900e-008,-1.798752e-003
5.855000e-008,-2.590302e-003
5.855100e-008,-1.331452e-003
5.855200e-008,-1.707199e-003
5.855300e-008,-1.083496e-003
5.855400e-008,-1.768235e-003
5.855500e-008,-1.579407e-003
5.855600e-008,-2.760056e-003
5.855700e-008,-1.291397e-003
5.855800e-008,-1.564148e-003
5.855900e-008,-2.224091e-003
5.856000e-008,-1.438263e-003
5.856100e-008,-2.224091e-003
5.856200e-008,-2.246979e-003
5.856300e-008,-2.096299e-003
5.856400e-008,-1.985672e-003
5.856500e-008,-2.369049e-003
5.856600e-008,-2.676133e-003
5.856700e-008,-8.832249e-004
5.856800e-008,-2.887848e-003
5.856900e-008,-1.077774e-003
5.857000e-008,-2.330902e-003
5.857100e-008,-2.931717e-003
5.857200e-008,-2.273682e-003
5.857300e-008,-1.855973e-003
5.857400e-008,-1.161698e-003
5.857500e-008,-2.769593e-003
5.857600e-008,-1.871231e-003
5.857700e-008,-1.667145e-003
5.857800e-008,-2.298478e-003
5.857900e-008,-3.002289e-003
5.858000e-008,-9.251865e-004
5.858100e-008,-1.899842e-003
5.858200e-008,-1.426819e-003
5.858300e-008,-1.779679e-003
5.858400e-008,-2.327088e-003
5.858500e-008,-2.380494e-003
5.858600e-008,-3.135804e-003
5.858700e-008,-3.320816e-003
5.858800e-008,-1.207474e-003
5.858900e-008,-2.271775e-003
5.859000e-008,-6.047520e-004
5.859100e-008,-2.058152e-003
5.859200e-008,-2.241257e-003
5.859300e-008,-2.599839e-003
5.859400e-008,-1.133088e-003
5.859500e-008,-1.209381e-003
5.859600e-008,-2.042893e-003
5.859700e-008,-1.857880e-003
5.859800e-008,-1.178864e-003
5.859900e-008,-1.794937e-003
5.860000e-008,-1.718644e-003
5.860100e-008,-1.541260e-003
5.860200e-008,-2.252701e-003
5.860300e-008,-1.958969e-003
5.860400e-008,-1.022461e-003
5.860500e-008,-2.645615e-003
5.860600e-008,-1.321915e-003
5.860700e-008,-1.278046e-003
5.860800e-008,-1.335266e-003
5.860900e-008,-1.783493e-003
5.861000e-008,-2.542618e-003
5.861100e-008,-3.399018e-003
5.861200e-008,-1.966599e-003
5.861300e-008,-1.634720e-003
5.861400e-008,-1.363877e-003
5.861500e-008,2.421108e-004
5.861600e-008,-1.510743e-003
5.861700e-008,-2.264145e-003
5.861800e-008,-1.731995e-003
5.861900e-008,-1.466874e-003
5.862000e-008,-1.175049e-003
5.862100e-008,-3.259781e-003
5.862200e-008,-1.276139e-003
5.862300e-008,-2.447251e-003
5.862400e-008,-9.614261e-004
5.862500e-008,-2.561692e-003
5.862600e-008,-1.159790e-003
5.862700e-008,-1.411560e-003
5.862800e-008,-2.128724e-003
5.862900e-008,-1.791123e-003
5.863000e-008,-1.855973e-003
5.863100e-008,-9.938511e-004
5.863200e-008,-1.909378e-003
5.863300e-008,-1.367691e-003
5.863400e-008,-8.870396e-004
5.863500e-008,-2.246979e-003
5.863600e-008,-2.538803e-003
5.863700e-008,-8.813175e-004
5.863800e-008,-1.957062e-003
5.863900e-008,-2.761963e-003
5.864000e-008,-1.337174e-003
5.864100e-008,-2.485398e-003
5.864200e-008,-2.218369e-003
5.864300e-008,-3.084305e-003
5.864400e-008,-1.316193e-003
5.864500e-008,-2.849701e-003
5.864600e-008,-1.791123e-003
5.864700e-008,-1.016739e-003
5.864800e-008,-1.651886e-003
5.864900e-008,-2.052430e-003
5.865000e-008,-1.567963e-003
5.865100e-008,-1.676682e-003
5.865200e-008,-1.537445e-003
5.865300e-008,-1.764420e-003
5.865400e-008,-1.318100e-003
5.865500e-008,-1.720551e-003
5.865600e-008,-2.443436e-003
5.865700e-008,-1.495484e-003
5.865800e-008,-2.002839e-003
5.865900e-008,-9.213718e-004
5.866000e-008,-2.632264e-003
5.866100e-008,-2.449158e-003
5.866200e-008,-2.914551e-003
5.866300e-008,-1.875046e-003
5.866400e-008,-2.035263e-003
5.866500e-008,-2.023819e-003
5.866600e-008,-9.690555e-004
5.866700e-008,-2.576950e-003
5.866800e-008,-2.306107e-003
5.866900e-008,-2.195481e-003
5.867000e-008,-2.395752e-003
5.867100e-008,-1.627091e-003
5.867200e-008,-2.475861e-003
5.867300e-008,-2.246979e-003
5.867400e-008,-1.684311e-003
5.867500e-008,-2.941254e-003
5.867600e-008,-2.184037e-003
5.867700e-008,-2.271775e-003
5.867800e-008,-2.756241e-003
5.867900e-008,-2.388123e-003
5.868000e-008,-1.793030e-003
5.868100e-008,-6.657871e-004
5.868200e-008,-1.348618e-003
5.868300e-008,-1.724366e-003
5.868400e-008,-8.717808e-004
5.868500e-008,-2.214554e-003
5.868600e-008,-2.794388e-003
5.868700e-008,-1.249436e-003
5.868800e-008,-2.506379e-003
5.868900e-008,-2.342347e-003
5.869000e-008,-1.970414e-003
5.869100e-008,-2.077225e-003
5.869200e-008,-1.129273e-003
5.869300e-008,-1.819733e-003
5.869400e-008,-1.752976e-003
5.869500e-008,-1.760605e-003
5.869600e-008,-2.538803e-003
5.869700e-008,-9.576115e-004
5.869800e-008,-1.173142e-003
5.869900e-008,-2.786759e-003
5.870000e-008,-2.727631e-003
5.870100e-008,-1.302842e-003
5.870200e-008,-4.602555e-003
5.870300e-008,-3.046158e-003
5.870400e-008,-1.936081e-003
5.870500e-008,-2.302292e-003
5.870600e-008,-1.875046e-003
5.870700e-008,-1.974228e-003
5.870800e-008,-1.039627e-003
5.870900e-008,-1.945618e-003
5.871000e-008,-1.325730e-003
5.871100e-008,-1.127365e-003
5.871200e-008,-2.384308e-003
5.871300e-008,-2.449158e-003
5.871400e-008,-2.426270e-003
5.871500e-008,-2.943161e-003
5.871600e-008,-1.604203e-003
5.871700e-008,-2.321366e-003
5.871800e-008,-2.197388e-003
5.871900e-008,-1.968506e-003
5.872000e-008,-6.886753e-004
